,activity,activity_vocab,caseid,amount,resource,resource_vocab,predicted_vocab,predicted_value,lengths,activity_sparcity
5968,"[2, 12, 9, 10, 22, 22, 3]","['<SOS>', 'A_SUBMITTED_COMPLETE', 'A_PARTLYSUBMITTED_COMPLETE', 'A_PREACCEPTED_COMPLETE', 'W_Completeren aanvraag_COMPLETE', 'W_Completeren aanvraag_COMPLETE', 'A_ACCEPTED_COMPLETE']",192286,15500.0,"[70, 53, 53, 53, 5, 55, 27]","['<SOS>', '112', '112', '112', '10228', '11201', '10932']",A_FINALIZED_COMPLETE,0.5011553764343262,7,0
12611,"[2, 12, 9, 10, 22, 22, 3]","['<SOS>', 'A_SUBMITTED_COMPLETE', 'A_PARTLYSUBMITTED_COMPLETE', 'A_PREACCEPTED_COMPLETE', 'W_Completeren aanvraag_COMPLETE', 'W_Completeren aanvraag_COMPLETE', 'A_ACCEPTED_COMPLETE']",212911,15500.0,"[70, 53, 53, 53, 44, 28, 44]","['<SOS>', '112', '112', '112', '11119', '10933', '11119']",A_FINALIZED_COMPLETE,0.5424355268478394,7,0
11627,"[2, 12, 9, 10, 22, 22, 3]","['<SOS>', 'A_SUBMITTED_COMPLETE', 'A_PARTLYSUBMITTED_COMPLETE', 'A_PREACCEPTED_COMPLETE', 'W_Completeren aanvraag_COMPLETE', 'W_Completeren aanvraag_COMPLETE', 'A_ACCEPTED_COMPLETE']",209904,15500.0,"[70, 53, 53, 53, 66, 64, 33]","['<SOS>', '112', '112', '112', '11309', '11302', '10982']",A_FINALIZED_COMPLETE,0.7487678527832031,7,0
9792,"[2, 12, 9, 10, 22, 22, 3]","['<SOS>', 'A_SUBMITTED_COMPLETE', 'A_PARTLYSUBMITTED_COMPLETE', 'A_PREACCEPTED_COMPLETE', 'W_Completeren aanvraag_COMPLETE', 'W_Completeren aanvraag_COMPLETE', 'A_ACCEPTED_COMPLETE']",204203,15500.0,"[70, 53, 53, 53, 51, 51, 37]","['<SOS>', '112', '112', '112', '11181', '11181', '11003']",O_SELECTED_COMPLETE,0.5462124347686768,7,0
4003,"[2, 12, 9, 10, 22, 22, 3]","['<SOS>', 'A_SUBMITTED_COMPLETE', 'A_PARTLYSUBMITTED_COMPLETE', 'A_PREACCEPTED_COMPLETE', 'W_Completeren aanvraag_COMPLETE', 'W_Completeren aanvraag_COMPLETE', 'A_ACCEPTED_COMPLETE']",186175,15500.0,"[70, 53, 53, 53, 52, 71, 56]","['<SOS>', '112', '112', '112', '11189', 'UNKNOWN', '11202']",O_SELECTED_COMPLETE,0.641521692276001,7,0
5798,"[2, 12, 9, 10, 22, 22, 3]","['<SOS>', 'A_SUBMITTED_COMPLETE', 'A_PARTLYSUBMITTED_COMPLETE', 'A_PREACCEPTED_COMPLETE', 'W_Completeren aanvraag_COMPLETE', 'W_Completeren aanvraag_COMPLETE', 'A_ACCEPTED_COMPLETE']",191749,15500.0,"[70, 53, 53, 53, 51, 49, 21]","['<SOS>', '112', '112', '112', '11181', '11179', '10910']",O_SELECTED_COMPLETE,0.5700328946113586,7,0
7286,"[2, 12, 9, 10, 22, 22, 3]","['<SOS>', 'A_SUBMITTED_COMPLETE', 'A_PARTLYSUBMITTED_COMPLETE', 'A_PREACCEPTED_COMPLETE', 'W_Completeren aanvraag_COMPLETE', 'W_Completeren aanvraag_COMPLETE', 'A_ACCEPTED_COMPLETE']",196398,15500.0,"[70, 53, 53, 53, 49, 50, 37]","['<SOS>', '112', '112', '112', '11179', '11180', '11003']",A_FINALIZED_COMPLETE,0.5290554165840149,7,0
8033,"[2, 12, 9, 10, 22, 22, 3]","['<SOS>', 'A_SUBMITTED_COMPLETE', 'A_PARTLYSUBMITTED_COMPLETE', 'A_PREACCEPTED_COMPLETE', 'W_Completeren aanvraag_COMPLETE', 'W_Completeren aanvraag_COMPLETE', 'A_ACCEPTED_COMPLETE']",198705,15500.0,"[70, 53, 53, 53, 25, 23, 49]","['<SOS>', '112', '112', '112', '10929', '10913', '11179']",A_FINALIZED_COMPLETE,0.5485471487045288,7,0
7240,"[2, 12, 9, 10, 22, 22, 3]","['<SOS>', 'A_SUBMITTED_COMPLETE', 'A_PARTLYSUBMITTED_COMPLETE', 'A_PREACCEPTED_COMPLETE', 'W_Completeren aanvraag_COMPLETE', 'W_Completeren aanvraag_COMPLETE', 'A_ACCEPTED_COMPLETE']",196258,15500.0,"[70, 53, 53, 53, 48, 50, 20]","['<SOS>', '112', '112', '112', '11169', '11180', '10909']",O_SELECTED_COMPLETE,0.5312289595603943,7,0
11222,"[2, 12, 9, 10, 22, 22, 3]","['<SOS>', 'A_SUBMITTED_COMPLETE', 'A_PARTLYSUBMITTED_COMPLETE', 'A_PREACCEPTED_COMPLETE', 'W_Completeren aanvraag_COMPLETE', 'W_Completeren aanvraag_COMPLETE', 'A_ACCEPTED_COMPLETE']",208655,15500.0,"[70, 53, 53, 53, 38, 28, 33]","['<SOS>', '112', '112', '112', '11009', '10933', '10982']",A_FINALIZED_COMPLETE,0.5730890035629272,7,0
11315,"[2, 12, 9, 10, 22, 22, 3]","['<SOS>', 'A_SUBMITTED_COMPLETE', 'A_PARTLYSUBMITTED_COMPLETE', 'A_PREACCEPTED_COMPLETE', 'W_Completeren aanvraag_COMPLETE', 'W_Completeren aanvraag_COMPLETE', 'A_ACCEPTED_COMPLETE']",208934,15500.0,"[70, 53, 53, 53, 23, 27, 27]","['<SOS>', '112', '112', '112', '10913', '10932', '10932']",A_FINALIZED_COMPLETE,0.5335210561752319,7,0
7083,"[2, 12, 9, 10, 22, 22, 3]","['<SOS>', 'A_SUBMITTED_COMPLETE', 'A_PARTLYSUBMITTED_COMPLETE', 'A_PREACCEPTED_COMPLETE', 'W_Completeren aanvraag_COMPLETE', 'W_Completeren aanvraag_COMPLETE', 'A_ACCEPTED_COMPLETE']",195779,15500.0,"[70, 53, 53, 53, 39, 55, 55]","['<SOS>', '112', '112', '112', '11019', '11201', '11201']",A_FINALIZED_COMPLETE,0.5243933200836182,7,0
8647,"[2, 12, 9, 10, 22, 22, 3]","['<SOS>', 'A_SUBMITTED_COMPLETE', 'A_PARTLYSUBMITTED_COMPLETE', 'A_PREACCEPTED_COMPLETE', 'W_Completeren aanvraag_COMPLETE', 'W_Completeren aanvraag_COMPLETE', 'A_ACCEPTED_COMPLETE']",200623,15500.0,"[70, 53, 53, 53, 18, 13, 23]","['<SOS>', '112', '112', '112', '10889', '10861', '10913']",A_FINALIZED_COMPLETE,0.537765622138977,7,0
2677,"[2, 12, 9, 10, 22, 22, 3]","['<SOS>', 'A_SUBMITTED_COMPLETE', 'A_PARTLYSUBMITTED_COMPLETE', 'A_PREACCEPTED_COMPLETE', 'W_Completeren aanvraag_COMPLETE', 'W_Completeren aanvraag_COMPLETE', 'A_ACCEPTED_COMPLETE']",182083,15500.0,"[70, 53, 53, 53, 48, 48, 38]","['<SOS>', '112', '112', '112', '11169', '11169', '11009']",O_SELECTED_COMPLETE,0.5420304536819458,7,0
11374,"[2, 12, 9, 10, 22, 22, 3]","['<SOS>', 'A_SUBMITTED_COMPLETE', 'A_PARTLYSUBMITTED_COMPLETE', 'A_PREACCEPTED_COMPLETE', 'W_Completeren aanvraag_COMPLETE', 'W_Completeren aanvraag_COMPLETE', 'A_ACCEPTED_COMPLETE']",209111,15500.0,"[70, 53, 53, 53, 33, 13, 50]","['<SOS>', '112', '112', '112', '10982', '10861', '11180']",A_FINALIZED_COMPLETE,0.5441674590110779,7,0
2145,"[2, 12, 9, 10, 22, 22, 3]","['<SOS>', 'A_SUBMITTED_COMPLETE', 'A_PARTLYSUBMITTED_COMPLETE', 'A_PREACCEPTED_COMPLETE', 'W_Completeren aanvraag_COMPLETE', 'W_Completeren aanvraag_COMPLETE', 'A_ACCEPTED_COMPLETE']",180457,15500.0,"[70, 53, 53, 53, 22, 33, 33]","['<SOS>', '112', '112', '112', '10912', '10982', '10982']",A_FINALIZED_COMPLETE,0.5001332759857178,7,0
1868,"[2, 12, 9, 10, 22, 22, 3]","['<SOS>', 'A_SUBMITTED_COMPLETE', 'A_PARTLYSUBMITTED_COMPLETE', 'A_PREACCEPTED_COMPLETE', 'W_Completeren aanvraag_COMPLETE', 'W_Completeren aanvraag_COMPLETE', 'A_ACCEPTED_COMPLETE']",179567,15500.0,"[70, 53, 53, 53, 55, 71, 20]","['<SOS>', '112', '112', '112', '11201', 'UNKNOWN', '10909']",O_SELECTED_COMPLETE,0.5313075184822083,7,0
12326,"[2, 12, 9, 10, 22, 22, 3]","['<SOS>', 'A_SUBMITTED_COMPLETE', 'A_PARTLYSUBMITTED_COMPLETE', 'A_PREACCEPTED_COMPLETE', 'W_Completeren aanvraag_COMPLETE', 'W_Completeren aanvraag_COMPLETE', 'A_ACCEPTED_COMPLETE']",212055,15500.0,"[70, 53, 53, 53, 66, 55, 66]","['<SOS>', '112', '112', '112', '11309', '11201', '11309']",A_FINALIZED_COMPLETE,0.67293781042099,7,0
6596,"[2, 12, 9, 10, 22, 22, 3]","['<SOS>', 'A_SUBMITTED_COMPLETE', 'A_PARTLYSUBMITTED_COMPLETE', 'A_PREACCEPTED_COMPLETE', 'W_Completeren aanvraag_COMPLETE', 'W_Completeren aanvraag_COMPLETE', 'A_ACCEPTED_COMPLETE']",194221,15500.0,"[70, 53, 53, 53, 34, 34, 34]","['<SOS>', '112', '112', '112', '11000', '11000', '11000']",O_SELECTED_COMPLETE,0.6525178551673889,7,0
1017,"[2, 12, 9, 10, 22, 22, 3]","['<SOS>', 'A_SUBMITTED_COMPLETE', 'A_PARTLYSUBMITTED_COMPLETE', 'A_PREACCEPTED_COMPLETE', 'W_Completeren aanvraag_COMPLETE', 'W_Completeren aanvraag_COMPLETE', 'A_ACCEPTED_COMPLETE']",176885,15500.0,"[70, 53, 53, 53, 71, 39, 39]","['<SOS>', '112', '112', '112', 'UNKNOWN', '11019', '11019']",A_FINALIZED_COMPLETE,0.49962761998176575,7,0
841,"[2, 12, 9, 10, 22, 22, 3]","['<SOS>', 'A_SUBMITTED_COMPLETE', 'A_PARTLYSUBMITTED_COMPLETE', 'A_PREACCEPTED_COMPLETE', 'W_Completeren aanvraag_COMPLETE', 'W_Completeren aanvraag_COMPLETE', 'A_ACCEPTED_COMPLETE']",176323,15500.0,"[70, 53, 53, 53, 52, 52, 52]","['<SOS>', '112', '112', '112', '11189', '11189', '11189']",O_SELECTED_COMPLETE,0.5335235595703125,7,0
1197,"[2, 12, 9, 10, 22, 22, 3]","['<SOS>', 'A_SUBMITTED_COMPLETE', 'A_PARTLYSUBMITTED_COMPLETE', 'A_PREACCEPTED_COMPLETE', 'W_Completeren aanvraag_COMPLETE', 'W_Completeren aanvraag_COMPLETE', 'A_ACCEPTED_COMPLETE']",177459,15500.0,"[70, 53, 53, 53, 50, 50, 54]","['<SOS>', '112', '112', '112', '11180', '11180', '11200']",O_SELECTED_COMPLETE,0.5414014458656311,7,0
3062,"[2, 12, 9, 10, 22, 22, 3]","['<SOS>', 'A_SUBMITTED_COMPLETE', 'A_PARTLYSUBMITTED_COMPLETE', 'A_PREACCEPTED_COMPLETE', 'W_Completeren aanvraag_COMPLETE', 'W_Completeren aanvraag_COMPLETE', 'A_ACCEPTED_COMPLETE']",183253,15500.0,"[70, 53, 53, 53, 13, 71, 16]","['<SOS>', '112', '112', '112', '10861', 'UNKNOWN', '10880']",A_FINALIZED_COMPLETE,0.5185776948928833,7,0
10813,"[2, 12, 9, 10, 22, 22, 3]","['<SOS>', 'A_SUBMITTED_COMPLETE', 'A_PARTLYSUBMITTED_COMPLETE', 'A_PREACCEPTED_COMPLETE', 'W_Completeren aanvraag_COMPLETE', 'W_Completeren aanvraag_COMPLETE', 'A_ACCEPTED_COMPLETE']",207407,15500.0,"[70, 53, 53, 53, 13, 22, 13]","['<SOS>', '112', '112', '112', '10861', '10912', '10861']",O_SELECTED_COMPLETE,0.510932445526123,7,0
4275,"[2, 12, 9, 10, 22, 22, 3]","['<SOS>', 'A_SUBMITTED_COMPLETE', 'A_PARTLYSUBMITTED_COMPLETE', 'A_PREACCEPTED_COMPLETE', 'W_Completeren aanvraag_COMPLETE', 'W_Completeren aanvraag_COMPLETE', 'A_ACCEPTED_COMPLETE']",187004,15500.0,"[70, 53, 53, 53, 71, 47, 47]","['<SOS>', '112', '112', '112', 'UNKNOWN', '11122', '11122']",A_FINALIZED_COMPLETE,0.5000295639038086,7,0
144,"[2, 12, 9, 10, 22, 22, 3]","['<SOS>', 'A_SUBMITTED_COMPLETE', 'A_PARTLYSUBMITTED_COMPLETE', 'A_PREACCEPTED_COMPLETE', 'W_Completeren aanvraag_COMPLETE', 'W_Completeren aanvraag_COMPLETE', 'A_ACCEPTED_COMPLETE']",174132,15500.0,"[70, 53, 53, 53, 71, 44, 16]","['<SOS>', '112', '112', '112', 'UNKNOWN', '11119', '10880']",O_SELECTED_COMPLETE,0.5086910128593445,7,0
390,"[2, 12, 9, 10, 22, 22, 3]","['<SOS>', 'A_SUBMITTED_COMPLETE', 'A_PARTLYSUBMITTED_COMPLETE', 'A_PREACCEPTED_COMPLETE', 'W_Completeren aanvraag_COMPLETE', 'W_Completeren aanvraag_COMPLETE', 'A_ACCEPTED_COMPLETE']",174911,15500.0,"[70, 53, 53, 53, 55, 71, 52]","['<SOS>', '112', '112', '112', '11201', 'UNKNOWN', '11189']",O_SELECTED_COMPLETE,0.5442984700202942,7,0
11552,"[2, 12, 9, 10, 22, 22, 3]","['<SOS>', 'A_SUBMITTED_COMPLETE', 'A_PARTLYSUBMITTED_COMPLETE', 'A_PREACCEPTED_COMPLETE', 'W_Completeren aanvraag_COMPLETE', 'W_Completeren aanvraag_COMPLETE', 'A_ACCEPTED_COMPLETE']",209679,15500.0,"[70, 53, 53, 53, 67, 37, 37]","['<SOS>', '112', '112', '112', '11319', '11003', '11003']",A_FINALIZED_COMPLETE,0.5665490031242371,7,0
12069,"[2, 12, 9, 10, 22, 22, 3]","['<SOS>', 'A_SUBMITTED_COMPLETE', 'A_PARTLYSUBMITTED_COMPLETE', 'A_PREACCEPTED_COMPLETE', 'W_Completeren aanvraag_COMPLETE', 'W_Completeren aanvraag_COMPLETE', 'A_ACCEPTED_COMPLETE']",211260,15500.0,"[70, 53, 53, 53, 47, 39, 39]","['<SOS>', '112', '112', '112', '11122', '11019', '11019']",O_SELECTED_COMPLETE,0.5235441327095032,7,0
2666,"[2, 12, 9, 10, 22, 22, 3]","['<SOS>', 'A_SUBMITTED_COMPLETE', 'A_PARTLYSUBMITTED_COMPLETE', 'A_PREACCEPTED_COMPLETE', 'W_Completeren aanvraag_COMPLETE', 'W_Completeren aanvraag_COMPLETE', 'A_ACCEPTED_COMPLETE']",182050,15500.0,"[70, 53, 53, 53, 51, 51, 51]","['<SOS>', '112', '112', '112', '11181', '11181', '11181']",O_SELECTED_COMPLETE,0.6078627109527588,7,0
6325,"[2, 12, 9, 10, 22, 22, 3]","['<SOS>', 'A_SUBMITTED_COMPLETE', 'A_PARTLYSUBMITTED_COMPLETE', 'A_PREACCEPTED_COMPLETE', 'W_Completeren aanvraag_COMPLETE', 'W_Completeren aanvraag_COMPLETE', 'A_ACCEPTED_COMPLETE']",193381,15500.0,"[70, 53, 53, 53, 52, 49, 15]","['<SOS>', '112', '112', '112', '11189', '11179', '10863']",A_FINALIZED_COMPLETE,0.5479897856712341,7,0
9543,"[2, 12, 9, 10, 22, 22, 3]","['<SOS>', 'A_SUBMITTED_COMPLETE', 'A_PARTLYSUBMITTED_COMPLETE', 'A_PREACCEPTED_COMPLETE', 'W_Completeren aanvraag_COMPLETE', 'W_Completeren aanvraag_COMPLETE', 'A_ACCEPTED_COMPLETE']",203428,15500.0,"[70, 53, 53, 53, 17, 37, 21]","['<SOS>', '112', '112', '112', '10881', '11003', '10910']",O_SELECTED_COMPLETE,0.6705291867256165,7,0
3370,"[2, 12, 9, 10, 22, 22, 3]","['<SOS>', 'A_SUBMITTED_COMPLETE', 'A_PARTLYSUBMITTED_COMPLETE', 'A_PREACCEPTED_COMPLETE', 'W_Completeren aanvraag_COMPLETE', 'W_Completeren aanvraag_COMPLETE', 'A_ACCEPTED_COMPLETE']",184216,15500.0,"[70, 53, 53, 53, 20, 71, 18]","['<SOS>', '112', '112', '112', '10909', 'UNKNOWN', '10889']",O_SELECTED_COMPLETE,0.5741362571716309,7,0
12344,"[2, 12, 9, 10, 22, 22, 3]","['<SOS>', 'A_SUBMITTED_COMPLETE', 'A_PARTLYSUBMITTED_COMPLETE', 'A_PREACCEPTED_COMPLETE', 'W_Completeren aanvraag_COMPLETE', 'W_Completeren aanvraag_COMPLETE', 'A_ACCEPTED_COMPLETE']",212109,15500.0,"[70, 53, 53, 53, 66, 66, 55]","['<SOS>', '112', '112', '112', '11309', '11309', '11201']",A_FINALIZED_COMPLETE,0.5360938906669617,7,0
10815,"[2, 12, 9, 10, 22, 22, 3]","['<SOS>', 'A_SUBMITTED_COMPLETE', 'A_PARTLYSUBMITTED_COMPLETE', 'A_PREACCEPTED_COMPLETE', 'W_Completeren aanvraag_COMPLETE', 'W_Completeren aanvraag_COMPLETE', 'A_ACCEPTED_COMPLETE']",207413,15500.0,"[70, 53, 53, 53, 13, 13, 13]","['<SOS>', '112', '112', '112', '10861', '10861', '10861']",A_FINALIZED_COMPLETE,0.5207141637802124,7,0
998,"[2, 12, 9, 10, 22, 22, 3]","['<SOS>', 'A_SUBMITTED_COMPLETE', 'A_PARTLYSUBMITTED_COMPLETE', 'A_PREACCEPTED_COMPLETE', 'W_Completeren aanvraag_COMPLETE', 'W_Completeren aanvraag_COMPLETE', 'A_ACCEPTED_COMPLETE']",176810,15500.0,"[70, 53, 53, 53, 47, 50, 33]","['<SOS>', '112', '112', '112', '11122', '11180', '10982']",A_FINALIZED_COMPLETE,0.5295079350471497,7,0
7274,"[2, 12, 9, 10, 22, 22, 3]","['<SOS>', 'A_SUBMITTED_COMPLETE', 'A_PARTLYSUBMITTED_COMPLETE', 'A_PREACCEPTED_COMPLETE', 'W_Completeren aanvraag_COMPLETE', 'W_Completeren aanvraag_COMPLETE', 'A_ACCEPTED_COMPLETE']",196362,15500.0,"[70, 53, 53, 53, 49, 13, 27]","['<SOS>', '112', '112', '112', '11179', '10861', '10932']",A_FINALIZED_COMPLETE,0.5746262073516846,7,0
12706,"[2, 12, 9, 10, 22, 22, 3]","['<SOS>', 'A_SUBMITTED_COMPLETE', 'A_PARTLYSUBMITTED_COMPLETE', 'A_PREACCEPTED_COMPLETE', 'W_Completeren aanvraag_COMPLETE', 'W_Completeren aanvraag_COMPLETE', 'A_ACCEPTED_COMPLETE']",213210,15500.0,"[70, 53, 53, 53, 13, 50, 23]","['<SOS>', '112', '112', '112', '10861', '11180', '10913']",O_SELECTED_COMPLETE,0.5029522180557251,7,0
6022,"[2, 12, 9, 10, 22, 22, 3]","['<SOS>', 'A_SUBMITTED_COMPLETE', 'A_PARTLYSUBMITTED_COMPLETE', 'A_PREACCEPTED_COMPLETE', 'W_Completeren aanvraag_COMPLETE', 'W_Completeren aanvraag_COMPLETE', 'A_ACCEPTED_COMPLETE']",192455,15500.0,"[70, 53, 53, 53, 57, 71, 31]","['<SOS>', '112', '112', '112', '11203', 'UNKNOWN', '10971']",O_SELECTED_COMPLETE,0.512546718120575,7,0
5404,"[2, 12, 9, 10, 22, 22, 3]","['<SOS>', 'A_SUBMITTED_COMPLETE', 'A_PARTLYSUBMITTED_COMPLETE', 'A_PREACCEPTED_COMPLETE', 'W_Completeren aanvraag_COMPLETE', 'W_Completeren aanvraag_COMPLETE', 'A_ACCEPTED_COMPLETE']",190540,15500.0,"[70, 53, 53, 53, 13, 44, 50]","['<SOS>', '112', '112', '112', '10861', '11119', '11180']",A_FINALIZED_COMPLETE,0.5187332630157471,7,0
10289,"[2, 12, 9, 10, 22, 22, 3]","['<SOS>', 'A_SUBMITTED_COMPLETE', 'A_PARTLYSUBMITTED_COMPLETE', 'A_PREACCEPTED_COMPLETE', 'W_Completeren aanvraag_COMPLETE', 'W_Completeren aanvraag_COMPLETE', 'A_ACCEPTED_COMPLETE']",205754,15500.0,"[70, 53, 53, 53, 55, 37, 37]","['<SOS>', '112', '112', '112', '11201', '11003', '11003']",A_FINALIZED_COMPLETE,0.5849815011024475,7,0
4333,"[2, 12, 9, 10, 22, 22, 3]","['<SOS>', 'A_SUBMITTED_COMPLETE', 'A_PARTLYSUBMITTED_COMPLETE', 'A_PREACCEPTED_COMPLETE', 'W_Completeren aanvraag_COMPLETE', 'W_Completeren aanvraag_COMPLETE', 'A_ACCEPTED_COMPLETE']",187178,15500.0,"[70, 53, 53, 53, 71, 57, 57]","['<SOS>', '112', '112', '112', 'UNKNOWN', '11203', '11203']",A_FINALIZED_COMPLETE,0.5136118531227112,7,0
4305,"[2, 12, 9, 10, 22, 22, 3]","['<SOS>', 'A_SUBMITTED_COMPLETE', 'A_PARTLYSUBMITTED_COMPLETE', 'A_PREACCEPTED_COMPLETE', 'W_Completeren aanvraag_COMPLETE', 'W_Completeren aanvraag_COMPLETE', 'A_ACCEPTED_COMPLETE']",187094,15500.0,"[70, 53, 53, 53, 30, 30, 30]","['<SOS>', '112', '112', '112', '10939', '10939', '10939']",O_SELECTED_COMPLETE,0.5127599239349365,7,0
9427,"[2, 12, 9, 10, 22, 22, 3]","['<SOS>', 'A_SUBMITTED_COMPLETE', 'A_PARTLYSUBMITTED_COMPLETE', 'A_PREACCEPTED_COMPLETE', 'W_Completeren aanvraag_COMPLETE', 'W_Completeren aanvraag_COMPLETE', 'A_ACCEPTED_COMPLETE']",203061,15500.0,"[70, 53, 53, 53, 21, 38, 38]","['<SOS>', '112', '112', '112', '10910', '11009', '11009']",A_FINALIZED_COMPLETE,0.5354719758033752,7,0
2092,"[2, 12, 9, 10, 22, 22, 3]","['<SOS>', 'A_SUBMITTED_COMPLETE', 'A_PARTLYSUBMITTED_COMPLETE', 'A_PREACCEPTED_COMPLETE', 'W_Completeren aanvraag_COMPLETE', 'W_Completeren aanvraag_COMPLETE', 'A_ACCEPTED_COMPLETE']",180289,15500.0,"[70, 53, 53, 53, 52, 50, 50]","['<SOS>', '112', '112', '112', '11189', '11180', '11180']",A_FINALIZED_COMPLETE,0.5366780757904053,7,0
2835,"[2, 12, 9, 10, 22, 22, 3]","['<SOS>', 'A_SUBMITTED_COMPLETE', 'A_PARTLYSUBMITTED_COMPLETE', 'A_PREACCEPTED_COMPLETE', 'W_Completeren aanvraag_COMPLETE', 'W_Completeren aanvraag_COMPLETE', 'A_ACCEPTED_COMPLETE']",182560,15500.0,"[70, 53, 53, 53, 71, 51, 51]","['<SOS>', '112', '112', '112', 'UNKNOWN', '11181', '11181']",O_SELECTED_COMPLETE,0.5250376462936401,7,0
