,activity,activity_vocab,caseid,amount,resource,resource_vocab,predicted_vocab,predicted_value,lengths,activity_sparcity
10570,"[2, 12, 9, 10, 22, 22]","['<SOS>', 'A_SUBMITTED_COMPLETE', 'A_PARTLYSUBMITTED_COMPLETE', 'A_PREACCEPTED_COMPLETE', 'W_Completeren aanvraag_COMPLETE', 'W_Completeren aanvraag_COMPLETE']",206627,7500.0,"[70, 53, 53, 53, 13, 17]","['<SOS>', '112', '112', '112', '10861', '10881']",W_Completeren aanvraag_COMPLETE,0.6120045781135559,6,0
2677,"[2, 12, 9, 10, 22, 22]","['<SOS>', 'A_SUBMITTED_COMPLETE', 'A_PARTLYSUBMITTED_COMPLETE', 'A_PREACCEPTED_COMPLETE', 'W_Completeren aanvraag_COMPLETE', 'W_Completeren aanvraag_COMPLETE']",182083,8000.0,"[70, 53, 53, 53, 48, 48]","['<SOS>', '112', '112', '112', '11169', '11169']",W_Completeren aanvraag_COMPLETE,0.7384166717529297,6,0
7083,"[2, 12, 9, 10, 22, 22]","['<SOS>', 'A_SUBMITTED_COMPLETE', 'A_PARTLYSUBMITTED_COMPLETE', 'A_PREACCEPTED_COMPLETE', 'W_Completeren aanvraag_COMPLETE', 'W_Completeren aanvraag_COMPLETE']",195779,7843.0,"[70, 53, 53, 53, 39, 55]","['<SOS>', '112', '112', '112', '11019', '11201']",W_Completeren aanvraag_COMPLETE,0.7735607624053955,6,0
12075,"[2, 12, 9, 10, 22, 22]","['<SOS>', 'A_SUBMITTED_COMPLETE', 'A_PARTLYSUBMITTED_COMPLETE', 'A_PREACCEPTED_COMPLETE', 'W_Completeren aanvraag_COMPLETE', 'W_Completeren aanvraag_COMPLETE']",211278,9543.0,"[70, 53, 53, 53, 64, 66]","['<SOS>', '112', '112', '112', '11302', '11309']",W_Completeren aanvraag_COMPLETE,0.5365558862686157,6,0
12445,"[2, 12, 9, 10, 22, 22]","['<SOS>', 'A_SUBMITTED_COMPLETE', 'A_PARTLYSUBMITTED_COMPLETE', 'A_PREACCEPTED_COMPLETE', 'W_Completeren aanvraag_COMPLETE', 'W_Completeren aanvraag_COMPLETE']",212413,30000.0,"[70, 53, 53, 53, 46, 63]","['<SOS>', '112', '112', '112', '11121', '11300']",W_Completeren aanvraag_COMPLETE,0.7071995139122009,6,0
4848,"[2, 12, 9, 10, 22, 22]","['<SOS>', 'A_SUBMITTED_COMPLETE', 'A_PARTLYSUBMITTED_COMPLETE', 'A_PREACCEPTED_COMPLETE', 'W_Completeren aanvraag_COMPLETE', 'W_Completeren aanvraag_COMPLETE']",188783,9000.0,"[70, 53, 53, 53, 44, 13]","['<SOS>', '112', '112', '112', '11119', '10861']",W_Completeren aanvraag_COMPLETE,0.7395517826080322,6,0
10788,"[2, 12, 9, 10, 22, 22]","['<SOS>', 'A_SUBMITTED_COMPLETE', 'A_PARTLYSUBMITTED_COMPLETE', 'A_PREACCEPTED_COMPLETE', 'W_Completeren aanvraag_COMPLETE', 'W_Completeren aanvraag_COMPLETE']",207302,50000.0,"[70, 53, 53, 53, 33, 13]","['<SOS>', '112', '112', '112', '10982', '10861']",W_Completeren aanvraag_COMPLETE,0.7937282919883728,6,0
11025,"[2, 12, 9, 10, 22, 22]","['<SOS>', 'A_SUBMITTED_COMPLETE', 'A_PARTLYSUBMITTED_COMPLETE', 'A_PREACCEPTED_COMPLETE', 'W_Completeren aanvraag_COMPLETE', 'W_Completeren aanvraag_COMPLETE']",208064,15000.0,"[70, 53, 53, 53, 48, 48]","['<SOS>', '112', '112', '112', '11169', '11169']",W_Completeren aanvraag_COMPLETE,0.7224204540252686,6,0
10945,"[2, 12, 9, 10, 22, 22]","['<SOS>', 'A_SUBMITTED_COMPLETE', 'A_PARTLYSUBMITTED_COMPLETE', 'A_PREACCEPTED_COMPLETE', 'W_Completeren aanvraag_COMPLETE', 'W_Completeren aanvraag_COMPLETE']",207810,8000.0,"[70, 53, 53, 53, 48, 47]","['<SOS>', '112', '112', '112', '11169', '11122']",W_Completeren aanvraag_COMPLETE,0.6818767189979553,6,0
381,"[2, 12, 9, 10, 22, 22]","['<SOS>', 'A_SUBMITTED_COMPLETE', 'A_PARTLYSUBMITTED_COMPLETE', 'A_PREACCEPTED_COMPLETE', 'W_Completeren aanvraag_COMPLETE', 'W_Completeren aanvraag_COMPLETE']",174884,8500.0,"[70, 53, 53, 53, 71, 71]","['<SOS>', '112', '112', '112', 'UNKNOWN', 'UNKNOWN']",W_Completeren aanvraag_COMPLETE,0.6025835871696472,6,0
1927,"[2, 12, 9, 10, 22, 22]","['<SOS>', 'A_SUBMITTED_COMPLETE', 'A_PARTLYSUBMITTED_COMPLETE', 'A_PREACCEPTED_COMPLETE', 'W_Completeren aanvraag_COMPLETE', 'W_Completeren aanvraag_COMPLETE']",179757,20000.0,"[70, 53, 53, 53, 30, 13]","['<SOS>', '112', '112', '112', '10939', '10861']",W_Completeren aanvraag_COMPLETE,0.7242563366889954,6,0
4376,"[2, 12, 9, 10, 22, 22]","['<SOS>', 'A_SUBMITTED_COMPLETE', 'A_PARTLYSUBMITTED_COMPLETE', 'A_PREACCEPTED_COMPLETE', 'W_Completeren aanvraag_COMPLETE', 'W_Completeren aanvraag_COMPLETE']",187307,19500.0,"[70, 53, 53, 53, 13, 71]","['<SOS>', '112', '112', '112', '10861', 'UNKNOWN']",W_Completeren aanvraag_COMPLETE,0.6533223986625671,6,0
399,"[2, 12, 9, 10, 22, 22]","['<SOS>', 'A_SUBMITTED_COMPLETE', 'A_PARTLYSUBMITTED_COMPLETE', 'A_PREACCEPTED_COMPLETE', 'W_Completeren aanvraag_COMPLETE', 'W_Completeren aanvraag_COMPLETE']",174938,5000.0,"[70, 53, 53, 53, 55, 71]","['<SOS>', '112', '112', '112', '11201', 'UNKNOWN']",W_Completeren aanvraag_COMPLETE,0.6139623522758484,6,0
8535,"[2, 12, 9, 10, 22, 22]","['<SOS>', 'A_SUBMITTED_COMPLETE', 'A_PARTLYSUBMITTED_COMPLETE', 'A_PREACCEPTED_COMPLETE', 'W_Completeren aanvraag_COMPLETE', 'W_Completeren aanvraag_COMPLETE']",200260,5000.0,"[70, 53, 53, 53, 52, 52]","['<SOS>', '112', '112', '112', '11189', '11189']",W_Completeren aanvraag_COMPLETE,0.6848526000976562,6,0
6636,"[2, 12, 9, 10, 22, 22]","['<SOS>', 'A_SUBMITTED_COMPLETE', 'A_PARTLYSUBMITTED_COMPLETE', 'A_PREACCEPTED_COMPLETE', 'W_Completeren aanvraag_COMPLETE', 'W_Completeren aanvraag_COMPLETE']",194341,22000.0,"[70, 53, 53, 53, 34, 34]","['<SOS>', '112', '112', '112', '11000', '11000']",W_Completeren aanvraag_COMPLETE,0.7000481486320496,6,0
422,"[2, 12, 9, 10, 22, 22]","['<SOS>', 'A_SUBMITTED_COMPLETE', 'A_PARTLYSUBMITTED_COMPLETE', 'A_PREACCEPTED_COMPLETE', 'W_Completeren aanvraag_COMPLETE', 'W_Completeren aanvraag_COMPLETE']",175015,30000.0,"[70, 53, 53, 53, 71, 48]","['<SOS>', '112', '112', '112', 'UNKNOWN', '11169']",W_Completeren aanvraag_COMPLETE,0.7719621658325195,6,0
8145,"[2, 12, 9, 10, 22, 22]","['<SOS>', 'A_SUBMITTED_COMPLETE', 'A_PARTLYSUBMITTED_COMPLETE', 'A_PREACCEPTED_COMPLETE', 'W_Completeren aanvraag_COMPLETE', 'W_Completeren aanvraag_COMPLETE']",199041,8500.0,"[70, 53, 53, 53, 51, 71]","['<SOS>', '112', '112', '112', '11181', 'UNKNOWN']",W_Completeren aanvraag_COMPLETE,0.6513877511024475,6,0
685,"[2, 12, 9, 10, 22, 22]","['<SOS>', 'A_SUBMITTED_COMPLETE', 'A_PARTLYSUBMITTED_COMPLETE', 'A_PREACCEPTED_COMPLETE', 'W_Completeren aanvraag_COMPLETE', 'W_Completeren aanvraag_COMPLETE']",175834,15000.0,"[70, 53, 53, 53, 71, 55]","['<SOS>', '112', '112', '112', 'UNKNOWN', '11201']",W_Completeren aanvraag_COMPLETE,0.6555619835853577,6,0
12335,"[2, 12, 9, 10, 22, 22]","['<SOS>', 'A_SUBMITTED_COMPLETE', 'A_PARTLYSUBMITTED_COMPLETE', 'A_PREACCEPTED_COMPLETE', 'W_Completeren aanvraag_COMPLETE', 'W_Completeren aanvraag_COMPLETE']",212082,19000.0,"[70, 53, 53, 53, 49, 64]","['<SOS>', '112', '112', '112', '11179', '11302']",W_Completeren aanvraag_COMPLETE,0.8327020406723022,6,0
11740,"[2, 12, 9, 10, 22, 22]","['<SOS>', 'A_SUBMITTED_COMPLETE', 'A_PARTLYSUBMITTED_COMPLETE', 'A_PREACCEPTED_COMPLETE', 'W_Completeren aanvraag_COMPLETE', 'W_Completeren aanvraag_COMPLETE']",210269,8000.0,"[70, 53, 53, 53, 63, 46]","['<SOS>', '112', '112', '112', '11300', '11121']",W_Completeren aanvraag_COMPLETE,0.5750395655632019,6,0
12706,"[2, 12, 9, 10, 22, 22]","['<SOS>', 'A_SUBMITTED_COMPLETE', 'A_PARTLYSUBMITTED_COMPLETE', 'A_PREACCEPTED_COMPLETE', 'W_Completeren aanvraag_COMPLETE', 'W_Completeren aanvraag_COMPLETE']",213210,50000.0,"[70, 53, 53, 53, 13, 50]","['<SOS>', '112', '112', '112', '10861', '11180']",W_Completeren aanvraag_COMPLETE,0.7783588171005249,6,0
6802,"[2, 12, 9, 10, 22, 22]","['<SOS>', 'A_SUBMITTED_COMPLETE', 'A_PARTLYSUBMITTED_COMPLETE', 'A_PREACCEPTED_COMPLETE', 'W_Completeren aanvraag_COMPLETE', 'W_Completeren aanvraag_COMPLETE']",194895,7000.0,"[70, 53, 53, 53, 52, 52]","['<SOS>', '112', '112', '112', '11189', '11189']",W_Completeren aanvraag_COMPLETE,0.6720246076583862,6,0
5482,"[2, 12, 9, 10, 22, 22]","['<SOS>', 'A_SUBMITTED_COMPLETE', 'A_PARTLYSUBMITTED_COMPLETE', 'A_PREACCEPTED_COMPLETE', 'W_Completeren aanvraag_COMPLETE', 'W_Completeren aanvraag_COMPLETE']",190782,5000.0,"[70, 53, 53, 53, 36, 36]","['<SOS>', '112', '112', '112', '11002', '11002']",W_Completeren aanvraag_COMPLETE,0.7408220171928406,6,0
7274,"[2, 12, 9, 10, 22, 22]","['<SOS>', 'A_SUBMITTED_COMPLETE', 'A_PARTLYSUBMITTED_COMPLETE', 'A_PREACCEPTED_COMPLETE', 'W_Completeren aanvraag_COMPLETE', 'W_Completeren aanvraag_COMPLETE']",196362,15000.0,"[70, 53, 53, 53, 49, 13]","['<SOS>', '112', '112', '112', '11179', '10861']",W_Completeren aanvraag_COMPLETE,0.7223305702209473,6,0
9412,"[2, 12, 9, 10, 22, 22]","['<SOS>', 'A_SUBMITTED_COMPLETE', 'A_PARTLYSUBMITTED_COMPLETE', 'A_PREACCEPTED_COMPLETE', 'W_Completeren aanvraag_COMPLETE', 'W_Completeren aanvraag_COMPLETE']",203016,8000.0,"[70, 53, 53, 53, 21, 71]","['<SOS>', '112', '112', '112', '10910', 'UNKNOWN']",W_Completeren aanvraag_COMPLETE,0.6529179811477661,6,0
6121,"[2, 12, 9, 10, 22, 22]","['<SOS>', 'A_SUBMITTED_COMPLETE', 'A_PARTLYSUBMITTED_COMPLETE', 'A_PREACCEPTED_COMPLETE', 'W_Completeren aanvraag_COMPLETE', 'W_Completeren aanvraag_COMPLETE']",192752,8000.0,"[70, 53, 53, 53, 71, 13]","['<SOS>', '112', '112', '112', 'UNKNOWN', '10861']",W_Completeren aanvraag_COMPLETE,0.6830938458442688,6,0
6545,"[2, 12, 9, 10, 22, 22]","['<SOS>', 'A_SUBMITTED_COMPLETE', 'A_PARTLYSUBMITTED_COMPLETE', 'A_PREACCEPTED_COMPLETE', 'W_Completeren aanvraag_COMPLETE', 'W_Completeren aanvraag_COMPLETE']",194061,10000.0,"[70, 53, 53, 53, 23, 34]","['<SOS>', '112', '112', '112', '10913', '11000']",W_Completeren aanvraag_COMPLETE,0.7149220108985901,6,0
11635,"[2, 12, 9, 10, 22, 22]","['<SOS>', 'A_SUBMITTED_COMPLETE', 'A_PARTLYSUBMITTED_COMPLETE', 'A_PREACCEPTED_COMPLETE', 'W_Completeren aanvraag_COMPLETE', 'W_Completeren aanvraag_COMPLETE']",209945,12500.0,"[70, 53, 53, 53, 66, 39]","['<SOS>', '112', '112', '112', '11309', '11019']",W_Completeren aanvraag_COMPLETE,0.6562475562095642,6,0
3139,"[2, 12, 9, 10, 22, 22]","['<SOS>', 'A_SUBMITTED_COMPLETE', 'A_PARTLYSUBMITTED_COMPLETE', 'A_PREACCEPTED_COMPLETE', 'W_Completeren aanvraag_COMPLETE', 'W_Completeren aanvraag_COMPLETE']",183504,48287.0,"[70, 53, 53, 53, 71, 51]","['<SOS>', '112', '112', '112', 'UNKNOWN', '11181']",W_Completeren aanvraag_COMPLETE,0.789974570274353,6,0
552,"[2, 12, 9, 10, 22, 22]","['<SOS>', 'A_SUBMITTED_COMPLETE', 'A_PARTLYSUBMITTED_COMPLETE', 'A_PREACCEPTED_COMPLETE', 'W_Completeren aanvraag_COMPLETE', 'W_Completeren aanvraag_COMPLETE']",175419,8000.0,"[70, 53, 53, 53, 51, 51]","['<SOS>', '112', '112', '112', '11181', '11181']",W_Completeren aanvraag_COMPLETE,0.6871232986450195,6,0
3307,"[2, 12, 9, 10, 22, 22]","['<SOS>', 'A_SUBMITTED_COMPLETE', 'A_PARTLYSUBMITTED_COMPLETE', 'A_PREACCEPTED_COMPLETE', 'W_Completeren aanvraag_COMPLETE', 'W_Completeren aanvraag_COMPLETE']",184027,1000.0,"[70, 53, 53, 53, 51, 20]","['<SOS>', '112', '112', '112', '11181', '10909']",W_Completeren aanvraag_COMPLETE,0.800308883190155,6,0
1274,"[2, 12, 9, 10, 22, 22]","['<SOS>', 'A_SUBMITTED_COMPLETE', 'A_PARTLYSUBMITTED_COMPLETE', 'A_PREACCEPTED_COMPLETE', 'W_Completeren aanvraag_COMPLETE', 'W_Completeren aanvraag_COMPLETE']",177690,3000.0,"[70, 53, 53, 53, 71, 13]","['<SOS>', '112', '112', '112', 'UNKNOWN', '10861']",W_Completeren aanvraag_COMPLETE,0.7071913480758667,6,0
2170,"[2, 12, 9, 10, 22, 22]","['<SOS>', 'A_SUBMITTED_COMPLETE', 'A_PARTLYSUBMITTED_COMPLETE', 'A_PREACCEPTED_COMPLETE', 'W_Completeren aanvraag_COMPLETE', 'W_Completeren aanvraag_COMPLETE']",180532,10000.0,"[70, 53, 53, 53, 71, 71]","['<SOS>', '112', '112', '112', 'UNKNOWN', 'UNKNOWN']",W_Completeren aanvraag_COMPLETE,0.6012826561927795,6,0
8117,"[2, 12, 9, 10, 22, 22]","['<SOS>', 'A_SUBMITTED_COMPLETE', 'A_PARTLYSUBMITTED_COMPLETE', 'A_PREACCEPTED_COMPLETE', 'W_Completeren aanvraag_COMPLETE', 'W_Completeren aanvraag_COMPLETE']",198957,30000.0,"[70, 53, 53, 53, 51, 51]","['<SOS>', '112', '112', '112', '11181', '11181']",W_Completeren aanvraag_COMPLETE,0.7210081219673157,6,0
8853,"[2, 12, 9, 10, 22, 22]","['<SOS>', 'A_SUBMITTED_COMPLETE', 'A_PARTLYSUBMITTED_COMPLETE', 'A_PREACCEPTED_COMPLETE', 'W_Completeren aanvraag_COMPLETE', 'W_Completeren aanvraag_COMPLETE']",201271,7000.0,"[70, 53, 53, 53, 37, 37]","['<SOS>', '112', '112', '112', '11003', '11003']",W_Completeren aanvraag_COMPLETE,0.6582262516021729,6,0
84,"[2, 12, 9, 10, 22, 22]","['<SOS>', 'A_SUBMITTED_COMPLETE', 'A_PARTLYSUBMITTED_COMPLETE', 'A_PREACCEPTED_COMPLETE', 'W_Completeren aanvraag_COMPLETE', 'W_Completeren aanvraag_COMPLETE']",173940,7000.0,"[70, 53, 53, 53, 71, 44]","['<SOS>', '112', '112', '112', 'UNKNOWN', '11119']",W_Completeren aanvraag_COMPLETE,0.6287354230880737,6,0
8549,"[2, 12, 9, 10, 22, 22]","['<SOS>', 'A_SUBMITTED_COMPLETE', 'A_PARTLYSUBMITTED_COMPLETE', 'A_PREACCEPTED_COMPLETE', 'W_Completeren aanvraag_COMPLETE', 'W_Completeren aanvraag_COMPLETE']",200302,32000.0,"[70, 53, 53, 53, 33, 33]","['<SOS>', '112', '112', '112', '10982', '10982']",W_Completeren aanvraag_COMPLETE,0.6793718934059143,6,0
5120,"[2, 12, 9, 10, 22, 22]","['<SOS>', 'A_SUBMITTED_COMPLETE', 'A_PARTLYSUBMITTED_COMPLETE', 'A_PREACCEPTED_COMPLETE', 'W_Completeren aanvraag_COMPLETE', 'W_Completeren aanvraag_COMPLETE']",189634,12000.0,"[70, 53, 53, 53, 44, 21]","['<SOS>', '112', '112', '112', '11119', '10910']",W_Completeren aanvraag_COMPLETE,0.6894481182098389,6,0
4346,"[2, 12, 9, 10, 22, 22]","['<SOS>', 'A_SUBMITTED_COMPLETE', 'A_PARTLYSUBMITTED_COMPLETE', 'A_PREACCEPTED_COMPLETE', 'W_Completeren aanvraag_COMPLETE', 'W_Completeren aanvraag_COMPLETE']",187217,50000.0,"[70, 53, 53, 53, 22, 44]","['<SOS>', '112', '112', '112', '10912', '11119']",W_Completeren aanvraag_COMPLETE,0.7498219013214111,6,0
698,"[2, 12, 9, 10, 22, 22]","['<SOS>', 'A_SUBMITTED_COMPLETE', 'A_PARTLYSUBMITTED_COMPLETE', 'A_PREACCEPTED_COMPLETE', 'W_Completeren aanvraag_COMPLETE', 'W_Completeren aanvraag_COMPLETE']",175883,16000.0,"[70, 53, 53, 53, 71, 52]","['<SOS>', '112', '112', '112', 'UNKNOWN', '11189']",W_Completeren aanvraag_COMPLETE,0.6244670152664185,6,0
5798,"[2, 12, 9, 10, 22, 22]","['<SOS>', 'A_SUBMITTED_COMPLETE', 'A_PARTLYSUBMITTED_COMPLETE', 'A_PREACCEPTED_COMPLETE', 'W_Completeren aanvraag_COMPLETE', 'W_Completeren aanvraag_COMPLETE']",191749,20000.0,"[70, 53, 53, 53, 51, 49]","['<SOS>', '112', '112', '112', '11181', '11179']",W_Completeren aanvraag_COMPLETE,0.7559338808059692,6,0
7769,"[2, 12, 9, 10, 22, 22]","['<SOS>', 'A_SUBMITTED_COMPLETE', 'A_PARTLYSUBMITTED_COMPLETE', 'A_PREACCEPTED_COMPLETE', 'W_Completeren aanvraag_COMPLETE', 'W_Completeren aanvraag_COMPLETE']",197897,18000.0,"[70, 53, 53, 53, 57, 57]","['<SOS>', '112', '112', '112', '11203', '11203']",W_Completeren aanvraag_COMPLETE,0.6276921033859253,6,0
8104,"[2, 12, 9, 10, 22, 22]","['<SOS>', 'A_SUBMITTED_COMPLETE', 'A_PARTLYSUBMITTED_COMPLETE', 'A_PREACCEPTED_COMPLETE', 'W_Completeren aanvraag_COMPLETE', 'W_Completeren aanvraag_COMPLETE']",198918,9000.0,"[70, 53, 53, 53, 51, 51]","['<SOS>', '112', '112', '112', '11181', '11181']",W_Completeren aanvraag_COMPLETE,0.68526691198349,6,0
12396,"[2, 12, 9, 10, 22, 22]","['<SOS>', 'A_SUBMITTED_COMPLETE', 'A_PARTLYSUBMITTED_COMPLETE', 'A_PREACCEPTED_COMPLETE', 'W_Completeren aanvraag_COMPLETE', 'W_Completeren aanvraag_COMPLETE']",212265,7500.0,"[70, 53, 53, 53, 28, 28]","['<SOS>', '112', '112', '112', '10933', '10933']",W_Completeren aanvraag_COMPLETE,0.726432740688324,6,0
16,"[2, 12, 9, 10, 22, 22]","['<SOS>', 'A_SUBMITTED_COMPLETE', 'A_PARTLYSUBMITTED_COMPLETE', 'A_PREACCEPTED_COMPLETE', 'W_Completeren aanvraag_COMPLETE', 'W_Completeren aanvraag_COMPLETE']",173736,15000.0,"[70, 53, 53, 53, 39, 57]","['<SOS>', '112', '112', '112', '11019', '11203']",W_Completeren aanvraag_COMPLETE,0.6394020915031433,6,0
3859,"[2, 12, 9, 10, 22, 22]","['<SOS>', 'A_SUBMITTED_COMPLETE', 'A_PARTLYSUBMITTED_COMPLETE', 'A_PREACCEPTED_COMPLETE', 'W_Completeren aanvraag_COMPLETE', 'W_Completeren aanvraag_COMPLETE']",185722,15000.0,"[70, 53, 53, 53, 71, 48]","['<SOS>', '112', '112', '112', 'UNKNOWN', '11169']",W_Completeren aanvraag_COMPLETE,0.7360953688621521,6,0
11824,"[2, 12, 9, 10, 22, 22]","['<SOS>', 'A_SUBMITTED_COMPLETE', 'A_PARTLYSUBMITTED_COMPLETE', 'A_PREACCEPTED_COMPLETE', 'W_Completeren aanvraag_COMPLETE', 'W_Completeren aanvraag_COMPLETE']",210521,4000.0,"[70, 53, 53, 53, 20, 13]","['<SOS>', '112', '112', '112', '10909', '10861']",W_Completeren aanvraag_COMPLETE,0.7724405527114868,6,0
9427,"[2, 12, 9, 10, 22, 22]","['<SOS>', 'A_SUBMITTED_COMPLETE', 'A_PARTLYSUBMITTED_COMPLETE', 'A_PREACCEPTED_COMPLETE', 'W_Completeren aanvraag_COMPLETE', 'W_Completeren aanvraag_COMPLETE']",203061,15000.0,"[70, 53, 53, 53, 21, 38]","['<SOS>', '112', '112', '112', '10910', '11009']",W_Completeren aanvraag_COMPLETE,0.7467114329338074,6,0
