,activity,activity_vocab,caseid,amount,resource,resource_vocab,predicted_vocab,predicted_value,lengths,activity_sparcity
2541,"[2, 12, 9, 10, 22, 22, 22, 3, 8, 17, 15, 19, 22, 18, 24, 13, 11]","['<SOS>', 'A_SUBMITTED_COMPLETE', 'A_PARTLYSUBMITTED_COMPLETE', 'A_PREACCEPTED_COMPLETE', 'W_Completeren aanvraag_COMPLETE', 'W_Completeren aanvraag_COMPLETE', 'W_Completeren aanvraag_COMPLETE', 'A_ACCEPTED_COMPLETE', 'A_FINALIZED_COMPLETE', 'O_SELECTED_COMPLETE', 'O_CREATED_COMPLETE', 'O_SENT_COMPLETE', 'W_Completeren aanvraag_COMPLETE', 'O_SENT_BACK_COMPLETE', 'W_Nabellen offertes_COMPLETE', 'O_ACCEPTED_COMPLETE', 'A_REGISTERED_COMPLETE']",181661,15500.0,"[70, 53, 53, 53, 52, 52, 71, 56, 56, 56, 56, 56, 71, 41, 41, 3, 3]","['<SOS>', '112', '112', '112', '11189', '11189', 'UNKNOWN', '11202', '11202', '11202', '11202', '11202', 'UNKNOWN', '11049', '11049', '10138', '10138']",A_APPROVED_COMPLETE,0.8427033424377441,17,2
3789,"[2, 12, 9, 10, 22, 22, 3, 8, 17, 15, 19, 22, 24, 18, 24, 11, 13]","['<SOS>', 'A_SUBMITTED_COMPLETE', 'A_PARTLYSUBMITTED_COMPLETE', 'A_PREACCEPTED_COMPLETE', 'W_Completeren aanvraag_COMPLETE', 'W_Completeren aanvraag_COMPLETE', 'A_ACCEPTED_COMPLETE', 'A_FINALIZED_COMPLETE', 'O_SELECTED_COMPLETE', 'O_CREATED_COMPLETE', 'O_SENT_COMPLETE', 'W_Completeren aanvraag_COMPLETE', 'W_Nabellen offertes_COMPLETE', 'O_SENT_BACK_COMPLETE', 'W_Nabellen offertes_COMPLETE', 'A_REGISTERED_COMPLETE', 'O_ACCEPTED_COMPLETE']",185506,15500.0,"[70, 53, 53, 53, 52, 27, 27, 27, 27, 27, 27, 27, 27, 40, 71, 32, 32]","['<SOS>', '112', '112', '112', '11189', '10932', '10932', '10932', '10932', '10932', '10932', '10932', '10932', '11029', 'UNKNOWN', '10972', '10972']",A_APPROVED_COMPLETE,0.882409930229187,17,2
185,"[2, 12, 9, 10, 22, 22, 22, 3, 8, 17, 15, 19, 22, 18, 24, 25, 13, 4]","['<SOS>', 'A_SUBMITTED_COMPLETE', 'A_PARTLYSUBMITTED_COMPLETE', 'A_PREACCEPTED_COMPLETE', 'W_Completeren aanvraag_COMPLETE', 'W_Completeren aanvraag_COMPLETE', 'W_Completeren aanvraag_COMPLETE', 'A_ACCEPTED_COMPLETE', 'A_FINALIZED_COMPLETE', 'O_SELECTED_COMPLETE', 'O_CREATED_COMPLETE', 'O_SENT_COMPLETE', 'W_Completeren aanvraag_COMPLETE', 'O_SENT_BACK_COMPLETE', 'W_Nabellen offertes_COMPLETE', 'W_Valideren aanvraag_COMPLETE', 'O_ACCEPTED_COMPLETE', 'A_ACTIVATED_COMPLETE']",174255,15500.0,"[70, 53, 53, 53, 71, 35, 18, 18, 18, 18, 18, 18, 18, 19, 19, 10, 7, 7]","['<SOS>', '112', '112', '112', 'UNKNOWN', '11001', '10889', '10889', '10889', '10889', '10889', '10889', '10889', '10899', '10899', '10809', '10629', '10629']",A_APPROVED_COMPLETE,0.5946674942970276,18,3
4402,"[2, 12, 9, 10, 22, 3, 17, 8, 15, 19, 22, 18, 24, 13]","['<SOS>', 'A_SUBMITTED_COMPLETE', 'A_PARTLYSUBMITTED_COMPLETE', 'A_PREACCEPTED_COMPLETE', 'W_Completeren aanvraag_COMPLETE', 'A_ACCEPTED_COMPLETE', 'O_SELECTED_COMPLETE', 'A_FINALIZED_COMPLETE', 'O_CREATED_COMPLETE', 'O_SENT_COMPLETE', 'W_Completeren aanvraag_COMPLETE', 'O_SENT_BACK_COMPLETE', 'W_Nabellen offertes_COMPLETE', 'O_ACCEPTED_COMPLETE']",187385,15500.0,"[70, 53, 53, 53, 26, 26, 26, 26, 26, 26, 26, 9, 9, 3]","['<SOS>', '112', '112', '112', '10931', '10931', '10931', '10931', '10931', '10931', '10931', '10789', '10789', '10138']",A_APPROVED_COMPLETE,0.4524261951446533,14,3
10808,"[2, 12, 9, 10, 22, 3, 8, 17, 15, 19, 22, 24, 24, 18, 24, 13]","['<SOS>', 'A_SUBMITTED_COMPLETE', 'A_PARTLYSUBMITTED_COMPLETE', 'A_PREACCEPTED_COMPLETE', 'W_Completeren aanvraag_COMPLETE', 'A_ACCEPTED_COMPLETE', 'A_FINALIZED_COMPLETE', 'O_SELECTED_COMPLETE', 'O_CREATED_COMPLETE', 'O_SENT_COMPLETE', 'W_Completeren aanvraag_COMPLETE', 'W_Nabellen offertes_COMPLETE', 'W_Nabellen offertes_COMPLETE', 'O_SENT_BACK_COMPLETE', 'W_Nabellen offertes_COMPLETE', 'O_ACCEPTED_COMPLETE']",207392,15500.0,"[70, 53, 53, 53, 13, 48, 48, 48, 48, 48, 48, 57, 44, 6, 6, 3]","['<SOS>', '112', '112', '112', '10861', '11169', '11169', '11169', '11169', '11169', '11169', '11203', '11119', '10609', '10609', '10138']",A_APPROVED_COMPLETE,0.4850054681301117,16,3
3139,"[2, 12, 9, 10, 22, 22, 3, 8, 17, 15, 19, 22, 24, 18, 24, 25, 13, 11]","['<SOS>', 'A_SUBMITTED_COMPLETE', 'A_PARTLYSUBMITTED_COMPLETE', 'A_PREACCEPTED_COMPLETE', 'W_Completeren aanvraag_COMPLETE', 'W_Completeren aanvraag_COMPLETE', 'A_ACCEPTED_COMPLETE', 'A_FINALIZED_COMPLETE', 'O_SELECTED_COMPLETE', 'O_CREATED_COMPLETE', 'O_SENT_COMPLETE', 'W_Completeren aanvraag_COMPLETE', 'W_Nabellen offertes_COMPLETE', 'O_SENT_BACK_COMPLETE', 'W_Nabellen offertes_COMPLETE', 'W_Valideren aanvraag_COMPLETE', 'O_ACCEPTED_COMPLETE', 'A_REGISTERED_COMPLETE']",183504,15500.0,"[70, 53, 53, 53, 71, 51, 47, 47, 47, 47, 47, 47, 47, 40, 71, 32, 32, 32]","['<SOS>', '112', '112', '112', 'UNKNOWN', '11181', '11122', '11122', '11122', '11122', '11122', '11122', '11122', '11029', 'UNKNOWN', '10972', '10972', '10972']",A_APPROVED_COMPLETE,0.7019801735877991,18,3
2857,"[2, 12, 9, 10, 22, 22, 3, 17, 8, 15, 19, 22, 18, 24, 13, 4]","['<SOS>', 'A_SUBMITTED_COMPLETE', 'A_PARTLYSUBMITTED_COMPLETE', 'A_PREACCEPTED_COMPLETE', 'W_Completeren aanvraag_COMPLETE', 'W_Completeren aanvraag_COMPLETE', 'A_ACCEPTED_COMPLETE', 'O_SELECTED_COMPLETE', 'A_FINALIZED_COMPLETE', 'O_CREATED_COMPLETE', 'O_SENT_COMPLETE', 'W_Completeren aanvraag_COMPLETE', 'O_SENT_BACK_COMPLETE', 'W_Nabellen offertes_COMPLETE', 'O_ACCEPTED_COMPLETE', 'A_ACTIVATED_COMPLETE']",182626,15500.0,"[70, 53, 53, 53, 71, 71, 16, 16, 16, 16, 16, 71, 59, 59, 3, 3]","['<SOS>', '112', '112', '112', 'UNKNOWN', 'UNKNOWN', '10880', '10880', '10880', '10880', '10880', 'UNKNOWN', '11259', '11259', '10138', '10138']",A_APPROVED_COMPLETE,0.7956247925758362,16,3
7274,"[2, 12, 9, 10, 22, 22, 3, 8, 17, 15, 19, 22, 18, 24, 25, 13, 11, 4]","['<SOS>', 'A_SUBMITTED_COMPLETE', 'A_PARTLYSUBMITTED_COMPLETE', 'A_PREACCEPTED_COMPLETE', 'W_Completeren aanvraag_COMPLETE', 'W_Completeren aanvraag_COMPLETE', 'A_ACCEPTED_COMPLETE', 'A_FINALIZED_COMPLETE', 'O_SELECTED_COMPLETE', 'O_CREATED_COMPLETE', 'O_SENT_COMPLETE', 'W_Completeren aanvraag_COMPLETE', 'O_SENT_BACK_COMPLETE', 'W_Nabellen offertes_COMPLETE', 'W_Valideren aanvraag_COMPLETE', 'O_ACCEPTED_COMPLETE', 'A_REGISTERED_COMPLETE', 'A_ACTIVATED_COMPLETE']",196362,15500.0,"[70, 53, 53, 53, 49, 13, 27, 27, 27, 27, 27, 27, 19, 19, 3, 3, 3, 3]","['<SOS>', '112', '112', '112', '11179', '10861', '10932', '10932', '10932', '10932', '10932', '10932', '10899', '10899', '10138', '10138', '10138', '10138']",A_APPROVED_COMPLETE,0.9998594522476196,18,3
11766,"[2, 12, 9, 10, 3, 8, 17, 15, 19, 22, 18, 24, 13, 4]","['<SOS>', 'A_SUBMITTED_COMPLETE', 'A_PARTLYSUBMITTED_COMPLETE', 'A_PREACCEPTED_COMPLETE', 'A_ACCEPTED_COMPLETE', 'A_FINALIZED_COMPLETE', 'O_SELECTED_COMPLETE', 'O_CREATED_COMPLETE', 'O_SENT_COMPLETE', 'W_Completeren aanvraag_COMPLETE', 'O_SENT_BACK_COMPLETE', 'W_Nabellen offertes_COMPLETE', 'O_ACCEPTED_COMPLETE', 'A_ACTIVATED_COMPLETE']",210347,15500.0,"[70, 53, 53, 53, 22, 22, 22, 22, 22, 22, 19, 19, 3, 3]","['<SOS>', '112', '112', '112', '10912', '10912', '10912', '10912', '10912', '10912', '10899', '10899', '10138', '10138']",A_APPROVED_COMPLETE,0.8162734508514404,14,3
4231,"[2, 12, 9, 10, 20, 3, 8, 17, 15, 19, 22, 18, 24, 13, 11]","['<SOS>', 'A_SUBMITTED_COMPLETE', 'A_PARTLYSUBMITTED_COMPLETE', 'A_PREACCEPTED_COMPLETE', 'W_Afhandelen leads_COMPLETE', 'A_ACCEPTED_COMPLETE', 'A_FINALIZED_COMPLETE', 'O_SELECTED_COMPLETE', 'O_CREATED_COMPLETE', 'O_SENT_COMPLETE', 'W_Completeren aanvraag_COMPLETE', 'O_SENT_BACK_COMPLETE', 'W_Nabellen offertes_COMPLETE', 'O_ACCEPTED_COMPLETE', 'A_REGISTERED_COMPLETE']",186872,15500.0,"[70, 53, 53, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]","['<SOS>', '112', '112', '10629', '10629', '10629', '10629', '10629', '10629', '10629', '10629', '10629', '10629', '10629', '10629']",A_APPROVED_COMPLETE,0.8626797199249268,15,3
4902,"[2, 12, 9, 10, 3, 8, 17, 15, 19, 22, 18, 24, 13, 4]","['<SOS>', 'A_SUBMITTED_COMPLETE', 'A_PARTLYSUBMITTED_COMPLETE', 'A_PREACCEPTED_COMPLETE', 'A_ACCEPTED_COMPLETE', 'A_FINALIZED_COMPLETE', 'O_SELECTED_COMPLETE', 'O_CREATED_COMPLETE', 'O_SENT_COMPLETE', 'W_Completeren aanvraag_COMPLETE', 'O_SENT_BACK_COMPLETE', 'W_Nabellen offertes_COMPLETE', 'O_ACCEPTED_COMPLETE', 'A_ACTIVATED_COMPLETE']",188977,15500.0,"[70, 53, 53, 53, 27, 27, 27, 27, 27, 27, 9, 9, 3, 3]","['<SOS>', '112', '112', '112', '10932', '10932', '10932', '10932', '10932', '10932', '10789', '10789', '10138', '10138']",A_APPROVED_COMPLETE,0.7200605869293213,14,3
9469,"[2, 12, 9, 10, 3, 8, 17, 15, 19, 22, 18, 24, 25, 13]","['<SOS>', 'A_SUBMITTED_COMPLETE', 'A_PARTLYSUBMITTED_COMPLETE', 'A_PREACCEPTED_COMPLETE', 'A_ACCEPTED_COMPLETE', 'A_FINALIZED_COMPLETE', 'O_SELECTED_COMPLETE', 'O_CREATED_COMPLETE', 'O_SENT_COMPLETE', 'W_Completeren aanvraag_COMPLETE', 'O_SENT_BACK_COMPLETE', 'W_Nabellen offertes_COMPLETE', 'W_Valideren aanvraag_COMPLETE', 'O_ACCEPTED_COMPLETE']",203203,15500.0,"[70, 53, 53, 53, 38, 38, 38, 38, 38, 38, 59, 59, 61, 32]","['<SOS>', '112', '112', '112', '11009', '11009', '11009', '11009', '11009', '11009', '11259', '11259', '11289', '10972']",A_APPROVED_COMPLETE,0.47078609466552734,14,3
21,"[2, 12, 9, 10, 22, 3, 8, 17, 15, 19, 22, 18, 24, 13, 11, 4]","['<SOS>', 'A_SUBMITTED_COMPLETE', 'A_PARTLYSUBMITTED_COMPLETE', 'A_PREACCEPTED_COMPLETE', 'W_Completeren aanvraag_COMPLETE', 'A_ACCEPTED_COMPLETE', 'A_FINALIZED_COMPLETE', 'O_SELECTED_COMPLETE', 'O_CREATED_COMPLETE', 'O_SENT_COMPLETE', 'W_Completeren aanvraag_COMPLETE', 'O_SENT_BACK_COMPLETE', 'W_Nabellen offertes_COMPLETE', 'O_ACCEPTED_COMPLETE', 'A_REGISTERED_COMPLETE', 'A_ACTIVATED_COMPLETE']",173751,15500.0,"[70, 53, 53, 53, 34, 43, 43, 43, 43, 43, 71, 19, 19, 3, 3, 3]","['<SOS>', '112', '112', '112', '11000', '11111', '11111', '11111', '11111', '11111', 'UNKNOWN', '10899', '10899', '10138', '10138', '10138']",A_APPROVED_COMPLETE,0.9997796416282654,16,3
7475,"[2, 12, 9, 10, 22, 3, 17, 8, 15, 19, 22, 18, 24, 13]","['<SOS>', 'A_SUBMITTED_COMPLETE', 'A_PARTLYSUBMITTED_COMPLETE', 'A_PREACCEPTED_COMPLETE', 'W_Completeren aanvraag_COMPLETE', 'A_ACCEPTED_COMPLETE', 'O_SELECTED_COMPLETE', 'A_FINALIZED_COMPLETE', 'O_CREATED_COMPLETE', 'O_SENT_COMPLETE', 'W_Completeren aanvraag_COMPLETE', 'O_SENT_BACK_COMPLETE', 'W_Nabellen offertes_COMPLETE', 'O_ACCEPTED_COMPLETE']",196987,15500.0,"[70, 53, 53, 53, 46, 49, 49, 49, 49, 49, 49, 41, 41, 32]","['<SOS>', '112', '112', '112', '11121', '11179', '11179', '11179', '11179', '11179', '11179', '11049', '11049', '10972']",A_APPROVED_COMPLETE,0.5485872030258179,14,3
