,activity,activity_vocab,caseid,amount,resource,resource_vocab,predicted_vocab,predicted_value,lengths
5358,"[2, 12, 9, 10, 20]","['<SOS>', 'A_SUBMITTED_COMPLETE', 'A_PARTLYSUBMITTED_COMPLETE', 'A_PREACCEPTED_COMPLETE', 'W_Afhandelen leads_COMPLETE']",190402,27700.0,"[70, 53, 53, 3, 3]","['<SOS>', '112', '112', '10138', '10138']",A_ACCEPTED_COMPLETE,0.5374538898468018,5
3770,"[2, 12, 9, 10, 20]","['<SOS>', 'A_SUBMITTED_COMPLETE', 'A_PARTLYSUBMITTED_COMPLETE', 'A_PREACCEPTED_COMPLETE', 'W_Afhandelen leads_COMPLETE']",185449,15000.0,"[70, 53, 53, 3, 3]","['<SOS>', '112', '112', '10138', '10138']",A_ACCEPTED_COMPLETE,0.5584048628807068,5
1225,"[2, 12, 9, 10, 20]","['<SOS>', 'A_SUBMITTED_COMPLETE', 'A_PARTLYSUBMITTED_COMPLETE', 'A_PREACCEPTED_COMPLETE', 'W_Afhandelen leads_COMPLETE']",177543,10000.0,"[70, 53, 53, 7, 7]","['<SOS>', '112', '112', '10629', '10629']",A_ACCEPTED_COMPLETE,0.42589879035949707,5
12494,"[2, 12, 9, 10, 22]","['<SOS>', 'A_SUBMITTED_COMPLETE', 'A_PARTLYSUBMITTED_COMPLETE', 'A_PREACCEPTED_COMPLETE', 'W_Completeren aanvraag_COMPLETE']",212560,8750.0,"[70, 53, 53, 53, 64]","['<SOS>', '112', '112', '112', '11302']",A_ACCEPTED_COMPLETE,0.46431025862693787,5
5462,"[2, 12, 9, 10, 20]","['<SOS>', 'A_SUBMITTED_COMPLETE', 'A_PARTLYSUBMITTED_COMPLETE', 'A_PREACCEPTED_COMPLETE', 'W_Afhandelen leads_COMPLETE']",190722,7000.0,"[70, 53, 53, 6, 6]","['<SOS>', '112', '112', '10609', '10609']",A_ACCEPTED_COMPLETE,0.5219965577125549,5
11061,"[2, 12, 9, 10, 20]","['<SOS>', 'A_SUBMITTED_COMPLETE', 'A_PARTLYSUBMITTED_COMPLETE', 'A_PREACCEPTED_COMPLETE', 'W_Afhandelen leads_COMPLETE']",208172,15000.0,"[70, 53, 53, 7, 7]","['<SOS>', '112', '112', '10629', '10629']",A_ACCEPTED_COMPLETE,0.4354551434516907,5
11861,"[2, 12, 9, 10, 22]","['<SOS>', 'A_SUBMITTED_COMPLETE', 'A_PARTLYSUBMITTED_COMPLETE', 'A_PREACCEPTED_COMPLETE', 'W_Completeren aanvraag_COMPLETE']",210632,10000.0,"[70, 53, 53, 53, 64]","['<SOS>', '112', '112', '112', '11302']",A_ACCEPTED_COMPLETE,0.4680657684803009,5
11985,"[2, 12, 9, 10, 20]","['<SOS>', 'A_SUBMITTED_COMPLETE', 'A_PARTLYSUBMITTED_COMPLETE', 'A_PREACCEPTED_COMPLETE', 'W_Afhandelen leads_COMPLETE']",211008,20000.0,"[70, 53, 53, 7, 7]","['<SOS>', '112', '112', '10629', '10629']",A_ACCEPTED_COMPLETE,0.4379449486732483,5
842,"[2, 12, 9, 21, 21, 20, 21, 10, 20]","['<SOS>', 'A_SUBMITTED_COMPLETE', 'A_PARTLYSUBMITTED_COMPLETE', 'W_Beoordelen fraude_COMPLETE', 'W_Beoordelen fraude_COMPLETE', 'W_Afhandelen leads_COMPLETE', 'W_Beoordelen fraude_COMPLETE', 'A_PREACCEPTED_COMPLETE', 'W_Afhandelen leads_COMPLETE']",176326,10000.0,"[70, 53, 53, 4, 4, 71, 4, 45, 71]","['<SOS>', '112', '112', '10188', '10188', 'UNKNOWN', '10188', '11120', 'UNKNOWN']",A_ACCEPTED_COMPLETE,0.4957612156867981,9
9279,"[2, 12, 9, 20, 20, 20, 20, 20, 10, 20]","['<SOS>', 'A_SUBMITTED_COMPLETE', 'A_PARTLYSUBMITTED_COMPLETE', 'W_Afhandelen leads_COMPLETE', 'W_Afhandelen leads_COMPLETE', 'W_Afhandelen leads_COMPLETE', 'W_Afhandelen leads_COMPLETE', 'W_Afhandelen leads_COMPLETE', 'A_PREACCEPTED_COMPLETE', 'W_Afhandelen leads_COMPLETE']",202617,25000.0,"[70, 53, 53, 34, 22, 22, 22, 22, 22, 22]","['<SOS>', '112', '112', '11000', '10912', '10912', '10912', '10912', '10912', '10912']",A_ACCEPTED_COMPLETE,0.3644717335700989,10
11999,"[2, 12, 9, 21, 21, 21, 20, 21, 21, 21, 10, 20]","['<SOS>', 'A_SUBMITTED_COMPLETE', 'A_PARTLYSUBMITTED_COMPLETE', 'W_Beoordelen fraude_COMPLETE', 'W_Beoordelen fraude_COMPLETE', 'W_Beoordelen fraude_COMPLETE', 'W_Afhandelen leads_COMPLETE', 'W_Beoordelen fraude_COMPLETE', 'W_Beoordelen fraude_COMPLETE', 'W_Beoordelen fraude_COMPLETE', 'A_PREACCEPTED_COMPLETE', 'W_Afhandelen leads_COMPLETE']",211050,30000.0,"[70, 53, 53, 4, 4, 4, 20, 65, 65, 65, 22, 22]","['<SOS>', '112', '112', '10188', '10188', '10188', '10909', '11304', '11304', '11304', '10912', '10912']",A_ACCEPTED_COMPLETE,0.45702052116394043,12
4648,"[2, 12, 9, 20, 20, 20, 20, 20, 20, 20, 20, 10, 20]","['<SOS>', 'A_SUBMITTED_COMPLETE', 'A_PARTLYSUBMITTED_COMPLETE', 'W_Afhandelen leads_COMPLETE', 'W_Afhandelen leads_COMPLETE', 'W_Afhandelen leads_COMPLETE', 'W_Afhandelen leads_COMPLETE', 'W_Afhandelen leads_COMPLETE', 'W_Afhandelen leads_COMPLETE', 'W_Afhandelen leads_COMPLETE', 'W_Afhandelen leads_COMPLETE', 'A_PREACCEPTED_COMPLETE', 'W_Afhandelen leads_COMPLETE']",188146,15600.0,"[70, 53, 53, 47, 47, 47, 47, 47, 47, 47, 5, 48, 48]","['<SOS>', '112', '112', '11122', '11122', '11122', '11122', '11122', '11122', '11122', '10228', '11169', '11169']",A_ACCEPTED_COMPLETE,0.37076643109321594,13
